,year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,lat,long,is_hub
192057,2014,11,AA,American Airlines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",12050.0,2427.0,559.84,55.11,710.89,2.7,1098.47,98.0,47.0,168401.0,57483.0,5147.0,28911.0,165.0,76695.0,32.89595056,-97.0372,1
192063,2014,11,AA,American Airlines,ORD,"Chicago, IL: Chicago O'Hare International",4136.0,691.0,164.84,9.95,196.86,0.94,318.41,31.0,3.0,36793.0,11685.0,921.0,6716.0,15.0,17456.0,41.979595,-87.90446417,1
192073,2014,11,AA,American Airlines,STL,"St. Louis, MO: Lambert-St. Louis International",442.0,97.0,36.1,3.38,18.32,0.82,38.38,3.0,0.0,4313.0,1510.0,114.0,591.0,14.0,2084.0,38.74768694,-90.35998972,1
192074,2014,11,AA,American Airlines,DCA,"Washington, DC: Ronald Reagan Washington National",837.0,146.0,42.85,11.29,49.15,0.74,41.97,3.0,1.0,6103.0,1918.0,426.0,1406.0,17.0,2336.0,38.85208333,-77.03772222,1
192080,2014,11,AA,American Airlines,MIA,"Miami, FL: Miami International",3849.0,732.0,207.31,12.21,330.27,0.29,181.93,9.0,4.0,40934.0,15649.0,449.0,10427.0,8.0,14401.0,25.79325,-80.29055556,1
192082,2014,11,AA,American Airlines,PHL,"Philadelphia, PA: Philadelphia International",286.0,54.0,20.04,1.0,16.53,0.0,16.43,6.0,1.0,3140.0,1248.0,32.0,793.0,0.0,1067.0,39.87195278,-75.24114083,1
192083,2014,11,AA,American Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",513.0,92.0,37.9,5.81,21.95,0.0,26.33,1.0,2.0,4728.0,1676.0,643.0,707.0,0.0,1702.0,33.43416667,-112.0080556,1
192089,2014,11,AA,American Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",338.0,51.0,15.56,4.06,8.02,0.0,23.36,1.0,1.0,2589.0,712.0,166.0,194.0,0.0,1517.0,35.21401111,-80.94312583,1
192098,2014,11,AA,American Airlines,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",315.0,63.0,23.9,5.49,7.76,0.93,24.93,3.0,0.0,3067.0,985.0,181.0,216.0,75.0,1610.0,35.87763889,-78.78747222,1
192110,2014,11,AA,American Airlines,BNA,"Nashville, TN: Nashville International",327.0,81.0,27.34,2.45,10.63,0.0,40.58,2.0,0.0,4012.0,1198.0,162.0,341.0,0.0,2311.0,36.12447667,-86.67818222,1
192136,2014,11,AS,Alaska Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",4026.0,633.0,116.02,9.87,309.05,0.63,197.43,8.0,3.0,26482.0,6504.0,466.0,8626.0,15.0,10871.0,47.44898194,-122.3093131,1
192137,2014,11,AS,Alaska Airlines,LAX,"Los Angeles, CA: Los Angeles International",537.0,85.0,18.31,6.87,41.36,0.0,18.45,0.0,0.0,3243.0,698.0,419.0,1436.0,0.0,690.0,33.94253611,-118.4080744,1
192143,2014,11,AS,Alaska Airlines,PDX,"Portland, OR: Portland International",1123.0,162.0,26.92,1.4,59.74,0.33,73.61,0.0,0.0,7448.0,1387.0,125.0,1629.0,7.0,4300.0,45.58872222,-122.5975,1
192147,2014,11,AS,Alaska Airlines,ANC,"Anchorage, AK: Ted Stevens Anchorage International",933.0,125.0,31.77,3.75,33.83,2.69,52.96,16.0,0.0,6454.0,1466.0,195.0,992.0,113.0,3688.0,61.17432028,-149.9961856,1
192195,2014,11,B6,JetBlue Airways,BOS,"Boston, MA: Logan International",3138.0,478.0,99.74,14.96,171.34,0.78,191.18,13.0,0.0,25431.0,4794.0,1143.0,8087.0,17.0,11390.0,42.3643475,-71.00517917,1
192200,2014,11,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3309.0,572.0,132.68,1.98,266.41,0.83,170.1,27.0,4.0,30364.0,7803.0,97.0,12712.0,24.0,9728.0,40.63975111,-73.77892556,1
192202,2014,11,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1542.0,319.0,88.13,1.9,156.96,1.65,70.35,21.0,0.0,15293.0,4176.0,219.0,5518.0,33.0,5347.0,26.07258333,-80.15275,1
192253,2014,11,DL,Delta Air Lines,SLC,"Salt Lake City, UT: Salt Lake City International",2680.0,354.0,126.21,9.15,101.23,0.0,117.41,0.0,1.0,19566.0,9984.0,381.0,2980.0,0.0,6221.0,40.78838778,-111.9777731,1
192257,2014,11,DL,Delta Air Lines,DTW,"Detroit, MI: Detroit Metro Wayne County",4207.0,616.0,150.58,16.16,208.94,0.0,240.33,1.0,12.0,34751.0,13476.0,2311.0,6417.0,0.0,12547.0,42.21205889,-83.34883583,1
192259,2014,11,DL,Delta Air Lines,ORD,"Chicago, IL: Chicago O'Hare International",620.0,99.0,33.13,0.3,46.49,0.0,19.08,1.0,1.0,3845.0,1474.0,12.0,1492.0,0.0,867.0,41.979595,-87.90446417,1
192261,2014,11,DL,Delta Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19241.0,1986.0,536.73,51.44,776.1,2.94,618.8,3.0,8.0,108557.0,48453.0,4609.0,23495.0,142.0,31858.0,33.64044444,-84.42694444,1
192262,2014,11,DL,Delta Air Lines,BOS,"Boston, MA: Logan International",1328.0,245.0,55.84,4.29,100.77,0.0,84.1,9.0,0.0,14061.0,4615.0,311.0,3816.0,0.0,5319.0,42.3643475,-71.00517917,1
192266,2014,11,DL,Delta Air Lines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",4566.0,773.0,177.07,29.7,333.16,0.0,233.07,2.0,8.0,48132.0,16561.0,2660.0,15697.0,0.0,13214.0,44.88054694,-93.2169225,1
192271,2014,11,DL,Delta Air Lines,LAX,"Los Angeles, CA: Los Angeles International",1856.0,240.0,74.22,6.63,106.63,0.0,52.52,0.0,1.0,11862.0,4825.0,422.0,3802.0,0.0,2813.0,33.94253611,-118.4080744,1
192294,2014,11,DL,Delta Air Lines,MEM,"Memphis, TN: Memphis International",309.0,37.0,14.31,0.38,10.74,0.0,11.57,0.0,0.0,1634.0,789.0,15.0,380.0,0.0,450.0,35.04241667,-89.97666667,1
192295,2014,11,DL,Delta Air Lines,LGA,"New York, NY: LaGuardia",2164.0,469.0,94.22,6.53,250.21,0.0,118.03,13.0,1.0,25765.0,6577.0,463.0,11849.0,0.0,6876.0,40.77724306,-73.87260917,1
192297,2014,11,DL,Delta Air Lines,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",511.0,58.0,20.42,0.95,9.45,0.0,27.18,0.0,0.0,3410.0,1200.0,32.0,295.0,0.0,1883.0,39.04614278,-84.6621725,1
192300,2014,11,DL,Delta Air Lines,PDX,"Portland, OR: Portland International",353.0,56.0,22.73,1.92,20.14,0.0,11.22,0.0,0.0,1934.0,854.0,84.0,585.0,0.0,411.0,45.58872222,-122.5975,1
192306,2014,11,DL,Delta Air Lines,SEA,"Seattle, WA: Seattle/Tacoma International",951.0,155.0,54.12,3.48,72.05,0.0,25.35,0.0,1.0,6046.0,2298.0,188.0,2138.0,0.0,1422.0,47.44898194,-122.3093131,1
192343,2014,11,DL,Delta Air Lines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",445.0,47.0,16.69,0.92,24.44,0.0,4.95,0.0,2.0,1888.0,857.0,51.0,796.0,0.0,184.0,32.89595056,-97.0372,1
192367,2014,11,DL,Delta Air Lines,JFK,"New York, NY: John F. Kennedy International",2020.0,280.0,66.11,4.67,122.42,0.0,86.8,0.0,2.0,14676.0,4204.0,302.0,4923.0,0.0,5247.0,40.63975111,-73.77892556,1
192558,2014,11,F9,Frontier Airlines,ORD,"Chicago, IL: Chicago O'Hare International",134.0,48.0,7.38,0.0,22.09,0.0,18.53,3.0,0.0,2802.0,336.0,0.0,1078.0,0.0,1388.0,41.979595,-87.90446417,1
192560,2014,11,F9,Frontier Airlines,DEN,"Denver, CO: Denver International",2714.0,651.0,88.05,2.25,383.91,0.0,176.78,10.0,0.0,38645.0,6403.0,199.0,18082.0,0.0,13961.0,39.85840806,-104.6670019,1
192568,2014,11,F9,Frontier Airlines,CLE,"Cleveland, OH: Cleveland-Hopkins International",338.0,110.0,17.96,1.57,41.63,0.0,48.84,5.0,0.0,9410.0,1681.0,192.0,2118.0,0.0,5419.0,41.41089417,-81.84939667,1
192581,2014,11,F9,Frontier Airlines,MKE,"Milwaukee, WI: General Mitchell International",100.0,24.0,1.43,0.12,16.11,0.0,6.34,0.0,0.0,1236.0,51.0,11.0,568.0,0.0,606.0,42.94722222,-87.89658333,1
192596,2014,11,F9,Frontier Airlines,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",175.0,49.0,6.23,0.09,21.58,0.0,21.1,0.0,0.0,2614.0,441.0,7.0,899.0,0.0,1267.0,39.04614278,-84.6621725,1
192600,2014,11,F9,Frontier Airlines,MCI,"Kansas City, MO: Kansas City International",70.0,14.0,1.34,0.1,8.3,0.0,4.25,0.0,0.0,890.0,106.0,6.0,501.0,0.0,277.0,39.29760528,-94.71390556,1
192607,2014,11,F9,Frontier Airlines,TTN,"Trenton, NJ: Trenton Mercer",295.0,84.0,11.59,1.53,33.69,0.0,37.18,1.0,1.0,6083.0,539.0,114.0,2012.0,0.0,3418.0,40.27669111,-74.81346833,1
192652,2014,11,HA,Hawaiian Airlines,HNL,"Honolulu, HI: Honolulu International",2677.0,312.0,158.88,4.09,16.11,0.0,132.91,9.0,2.0,10702.0,6157.0,152.0,483.0,0.0,3910.0,21.31869111,-157.9224072,1
192660,2014,11,HA,Hawaiian Airlines,OGG,"Kahului, HI: Kahului Airport",1167.0,103.0,54.81,1.46,3.85,0.0,42.88,3.0,0.0,2790.0,1495.0,73.0,133.0,0.0,1089.0,20.89864972,-156.4304578,1
193022,2014,11,US,US Airways,CLT,"Charlotte, NC: Charlotte Douglas International",7580.0,1086.0,311.92,14.65,485.94,1.95,271.54,58.0,2.0,45627.0,17680.0,727.0,13430.0,71.0,13719.0,35.21401111,-80.94312583,1
193026,2014,11,US,US Airways,DCA,"Washington, DC: Ronald Reagan Washington National",1580.0,270.0,64.21,3.92,123.19,0.0,78.67,29.0,1.0,12666.0,3186.0,203.0,4847.0,0.0,4430.0,38.85208333,-77.03772222,1
193030,2014,11,US,US Airways,PHL,"Philadelphia, PA: Philadelphia International",3546.0,648.0,170.55,6.92,338.37,1.0,131.16,23.0,2.0,29384.0,8586.0,337.0,12936.0,47.0,7478.0,39.87195278,-75.24114083,1
193037,2014,11,US,US Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4360.0,498.0,184.7,4.64,205.5,2.68,100.47,13.0,3.0,21700.0,11218.0,351.0,5358.0,76.0,4697.0,33.43416667,-112.0080556,1
193047,2014,11,US,US Airways,LAX,"Los Angeles, CA: Los Angeles International",554.0,106.0,38.35,0.0,55.98,1.12,10.55,0.0,1.0,4076.0,1802.0,0.0,1668.0,32.0,574.0,33.94253611,-118.4080744,1
193095,2014,11,VX,Virgin America,SFO,"San Francisco, CA: San Francisco International",1357.0,319.0,33.72,33.5,203.81,0.0,47.97,2.0,5.0,24393.0,1976.0,1377.0,18523.0,0.0,2517.0,37.61900194,-122.3748433,1
193098,2014,11,VX,Virgin America,LAX,"Los Angeles, CA: Los Angeles International",1042.0,143.0,26.56,32.19,29.13,0.79,54.33,1.0,1.0,7279.0,914.0,858.0,1280.0,18.0,4209.0,33.94253611,-118.4080744,1
193116,2014,11,WN,Southwest Airlines,DEN,"Denver, CO: Denver International",4640.0,697.0,189.14,48.99,140.16,0.0,318.7,9.0,11.0,33560.0,8653.0,3596.0,5821.0,0.0,15490.0,39.85840806,-104.6670019,1
193128,2014,11,WN,Southwest Airlines,MDW,"Chicago, IL: Chicago Midway International",6364.0,902.0,264.68,4.1,171.13,2.37,459.72,38.0,6.0,42929.0,13834.0,435.0,4824.0,80.0,23756.0,41.7859825,-87.75242444,1
193138,2014,11,WN,Southwest Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1994.0,337.0,90.66,3.37,80.66,0.54,161.77,9.0,1.0,15249.0,3645.0,459.0,2298.0,18.0,8829.0,33.64044444,-84.42694444,1
193147,2014,11,WN,Southwest Airlines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",5340.0,773.0,204.18,6.15,125.44,0.32,436.92,49.0,6.0,41420.0,10572.0,505.0,4646.0,14.0,25683.0,39.17540167,-76.66819833,1
193161,2014,11,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",3267.0,679.0,164.27,7.59,186.62,0.82,319.7,49.0,1.0,30950.0,7042.0,401.0,6494.0,44.0,16969.0,33.94253611,-118.4080744,1
193167,2014,11,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",2979.0,532.0,148.17,7.3,176.7,3.96,195.87,18.0,11.0,31687.0,10517.0,593.0,7701.0,153.0,12723.0,28.42888889,-81.31602778,1
193175,2014,11,WN,Southwest Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4561.0,692.0,202.53,2.36,87.74,1.0,398.37,28.0,2.0,29391.0,8216.0,60.0,2644.0,22.0,18449.0,33.43416667,-112.0080556,1
193185,2014,11,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",2738.0,485.0,132.49,4.64,52.69,0.88,294.31,28.0,7.0,22552.0,5568.0,228.0,1530.0,14.0,15212.0,32.73355611,-117.1896567,1
193202,2014,12,AA,American Airlines,JFK,"New York, NY: John F. Kennedy International",1313.0,351.0,76.55,2.92,177.24,0.82,93.47,1.0,0.0,17733.0,4545.0,90.0,6921.0,45.0,6132.0,40.63975111,-73.77892556,1
193203,2014,12,AA,American Airlines,LAX,"Los Angeles, CA: Los Angeles International",2741.0,788.0,221.99,8.5,342.39,0.93,214.19,14.0,4.0,46366.0,17395.0,454.0,12084.0,20.0,16413.0,33.94253611,-118.4080744,1
193204,2014,12,AA,American Airlines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",12878.0,2978.0,683.62,35.16,813.5,2.65,1443.07,154.0,38.0,205001.0,75746.0,3719.0,24982.0,75.0,100479.0,32.89595056,-97.0372,1
193210,2014,12,AA,American Airlines,ORD,"Chicago, IL: Chicago O'Hare International",4258.0,761.0,193.9,7.82,200.22,0.41,358.65,25.0,4.0,40467.0,10591.0,406.0,5868.0,18.0,23584.0,41.979595,-87.90446417,1
193212,2014,12,AA,American Airlines,STL,"St. Louis, MO: Lambert-St. Louis International",461.0,120.0,49.86,0.0,20.17,0.0,49.98,10.0,0.0,6249.0,2478.0,0.0,672.0,0.0,3099.0,38.74768694,-90.35998972,1
193215,2014,12,AA,American Airlines,MIA,"Miami, FL: Miami International",4258.0,959.0,294.53,6.14,364.32,0.67,293.33,8.0,9.0,51591.0,18844.0,195.0,11777.0,17.0,20758.0,25.79325,-80.29055556,1
193218,2014,12,AA,American Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",549.0,119.0,45.1,1.18,25.04,0.0,47.69,1.0,0.0,5249.0,2027.0,47.0,752.0,0.0,2423.0,33.43416667,-112.0080556,1
193223,2014,12,AA,American Airlines,PHL,"Philadelphia, PA: Philadelphia International",337.0,89.0,30.19,0.0,40.13,0.0,18.68,7.0,1.0,4154.0,1172.0,0.0,1566.0,0.0,1416.0,39.87195278,-75.24114083,1
193226,2014,12,AA,American Airlines,DCA,"Washington, DC: Ronald Reagan Washington National",894.0,172.0,55.84,1.6,58.43,0.33,55.79,2.0,1.0,6668.0,2772.0,50.0,1588.0,6.0,2252.0,38.85208333,-77.03772222,1
193232,2014,12,AA,American Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",350.0,39.0,18.64,0.12,8.67,0.0,11.57,0.0,0.0,1692.0,755.0,12.0,294.0,0.0,631.0,35.21401111,-80.94312583,1
193260,2014,12,AA,American Airlines,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",346.0,70.0,35.92,0.31,10.2,0.0,23.57,3.0,0.0,3602.0,1952.0,9.0,359.0,0.0,1282.0,35.87763889,-78.78747222,1
193269,2014,12,AA,American Airlines,BNA,"Nashville, TN: Nashville International",332.0,97.0,34.65,0.02,16.23,0.0,46.09,1.0,0.0,3550.0,1448.0,1.0,386.0,0.0,1715.0,36.12447667,-86.67818222,1
193286,2014,12,AS,Alaska Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",4256.0,762.0,134.1,5.46,353.01,1.63,267.8,19.0,6.0,39750.0,11040.0,267.0,9938.0,202.0,18303.0,47.44898194,-122.3093131,1
193290,2014,12,AS,Alaska Airlines,PDX,"Portland, OR: Portland International",1122.0,217.0,35.77,1.7,80.36,0.17,99.0,7.0,3.0,10597.0,2089.0,54.0,2371.0,5.0,6078.0,45.58872222,-122.5975,1
193291,2014,12,AS,Alaska Airlines,LAX,"Los Angeles, CA: Los Angeles International",543.0,126.0,34.22,0.45,71.6,0.19,19.53,0.0,0.0,4514.0,1391.0,16.0,2139.0,6.0,962.0,33.94253611,-118.4080744,1
193316,2014,12,AS,Alaska Airlines,ANC,"Anchorage, AK: Ted Stevens Anchorage International",1022.0,145.0,39.24,5.7,38.48,1.0,60.58,14.0,0.0,7657.0,2554.0,170.0,1048.0,52.0,3833.0,61.17432028,-149.9961856,1
193344,2014,12,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3672.0,837.0,194.63,5.63,394.07,2.0,240.67,18.0,6.0,43201.0,10142.0,317.0,19230.0,38.0,13474.0,40.63975111,-73.77892556,1
193345,2014,12,B6,JetBlue Airways,BOS,"Boston, MA: Logan International",3317.0,568.0,138.69,3.48,217.16,0.24,208.43,12.0,7.0,27920.0,7275.0,246.0,8187.0,7.0,12205.0,42.3643475,-71.00517917,1
193347,2014,12,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1748.0,357.0,141.76,0.57,103.18,3.13,108.36,17.0,2.0,17626.0,7347.0,21.0,3348.0,227.0,6683.0,26.07258333,-80.15275,1
193401,2014,12,DL,Delta Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",18775.0,1574.0,519.55,45.28,492.78,0.0,516.39,5.0,14.0,95547.0,49917.0,3518.0,14951.0,0.0,27161.0,33.64044444,-84.42694444,1
193405,2014,12,DL,Delta Air Lines,SLC,"Salt Lake City, UT: Salt Lake City International",2730.0,268.0,104.76,7.69,73.86,0.0,81.7,0.0,2.0,13534.0,6972.0,599.0,2081.0,0.0,3882.0,40.78838778,-111.9777731,1
193406,2014,12,DL,Delta Air Lines,LGA,"New York, NY: LaGuardia",2346.0,467.0,75.3,7.97,295.98,0.0,87.76,18.0,8.0,25182.0,6659.0,464.0,13359.0,0.0,4700.0,40.77724306,-73.87260917,1
193410,2014,12,DL,Delta Air Lines,LAX,"Los Angeles, CA: Los Angeles International",1888.0,263.0,81.8,9.77,133.41,0.0,38.02,0.0,4.0,12789.0,5949.0,396.0,4089.0,0.0,2355.0,33.94253611,-118.4080744,1
193411,2014,12,DL,Delta Air Lines,BOS,"Boston, MA: Logan International",1204.0,282.0,73.74,3.42,137.62,0.0,67.23,9.0,0.0,12844.0,4360.0,173.0,4508.0,0.0,3803.0,42.3643475,-71.00517917,1
193412,2014,12,DL,Delta Air Lines,SEA,"Seattle, WA: Seattle/Tacoma International",927.0,89.0,34.44,4.51,26.69,0.0,23.37,1.0,0.0,5022.0,2585.0,187.0,785.0,0.0,1465.0,47.44898194,-122.3093131,1
193417,2014,12,DL,Delta Air Lines,DTW,"Detroit, MI: Detroit Metro Wayne County",4157.0,364.0,109.24,13.5,99.39,0.0,141.86,1.0,2.0,20285.0,8184.0,1334.0,2800.0,0.0,7967.0,42.21205889,-83.34883583,1
193419,2014,12,DL,Delta Air Lines,JFK,"New York, NY: John F. Kennedy International",2060.0,421.0,92.33,10.27,231.79,0.0,86.61,1.0,1.0,22229.0,8596.0,457.0,8257.0,0.0,4919.0,40.63975111,-73.77892556,1
193427,2014,12,DL,Delta Air Lines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",4641.0,458.0,151.6,14.2,144.61,0.0,147.59,1.0,5.0,23625.0,12783.0,445.0,3751.0,0.0,6646.0,44.88054694,-93.2169225,1
193443,2014,12,DL,Delta Air Lines,ORD,"Chicago, IL: Chicago O'Hare International",593.0,49.0,25.71,3.93,14.22,0.0,5.15,0.0,1.0,1716.0,1152.0,104.0,348.0,0.0,112.0,41.979595,-87.90446417,1
193444,2014,12,DL,Delta Air Lines,PDX,"Portland, OR: Portland International",410.0,45.0,18.3,2.3,12.61,0.0,11.79,0.0,5.0,2125.0,863.0,268.0,427.0,0.0,567.0,45.58872222,-122.5975,1
193452,2014,12,DL,Delta Air Lines,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",549.0,61.0,25.93,2.05,8.47,0.0,24.56,0.0,0.0,5037.0,3104.0,85.0,230.0,0.0,1618.0,39.04614278,-84.6621725,1
193473,2014,12,DL,Delta Air Lines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",449.0,37.0,20.04,2.53,11.3,0.0,3.13,0.0,0.0,1450.0,749.0,75.0,374.0,0.0,252.0,32.89595056,-97.0372,1
193490,2014,12,DL,Delta Air Lines,MEM,"Memphis, TN: Memphis International",331.0,20.0,7.65,2.9,3.53,0.0,5.92,0.0,0.0,601.0,188.0,157.0,77.0,0.0,179.0,35.04241667,-89.97666667,1
193719,2014,12,F9,Frontier Airlines,CLE,"Cleveland, OH: Cleveland-Hopkins International",288.0,89.0,19.31,0.0,33.2,0.0,36.5,3.0,1.0,6080.0,1378.0,0.0,1866.0,0.0,2836.0,41.41089417,-81.84939667,1
193720,2014,12,F9,Frontier Airlines,DEN,"Denver, CO: Denver International",2541.0,699.0,138.95,2.83,337.91,0.0,219.31,12.0,2.0,48280.0,11274.0,172.0,16666.0,0.0,20168.0,39.85840806,-104.6670019,1
193738,2014,12,F9,Frontier Airlines,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",164.0,58.0,11.11,0.07,29.83,0.0,16.99,1.0,0.0,3024.0,651.0,5.0,1357.0,0.0,1011.0,39.04614278,-84.6621725,1
193739,2014,12,F9,Frontier Airlines,MCI,"Kansas City, MO: Kansas City International",55.0,17.0,1.72,0.32,8.86,0.0,6.1,0.0,0.0,1015.0,177.0,36.0,409.0,0.0,393.0,39.29760528,-94.71390556,1
193743,2014,12,F9,Frontier Airlines,MKE,"Milwaukee, WI: General Mitchell International",89.0,31.0,6.06,0.0,18.61,0.0,6.33,0.0,0.0,1912.0,452.0,0.0,652.0,0.0,808.0,42.94722222,-87.89658333,1
193747,2014,12,F9,Frontier Airlines,TTN,"Trenton, NJ: Trenton Mercer",279.0,79.0,18.38,0.0,29.93,0.0,30.69,1.0,0.0,4174.0,1020.0,0.0,1482.0,0.0,1672.0,40.27669111,-74.81346833,1
193770,2014,12,F9,Frontier Airlines,ORD,"Chicago, IL: Chicago O'Hare International",189.0,100.0,16.28,0.09,50.46,0.0,33.17,3.0,0.0,7249.0,1052.0,15.0,2486.0,0.0,3696.0,41.979595,-87.90446417,1
193806,2014,12,HA,Hawaiian Airlines,OGG,"Kahului, HI: Kahului Airport",1224.0,133.0,86.37,1.77,2.87,0.36,41.63,4.0,1.0,5896.0,4287.0,137.0,61.0,10.0,1401.0,20.89864972,-156.4304578,1
193807,2014,12,HA,Hawaiian Airlines,HNL,"Honolulu, HI: Honolulu International",2792.0,383.0,209.82,11.16,6.66,0.09,155.28,13.0,4.0,16937.0,10221.0,458.0,184.0,2.0,6072.0,21.31869111,-157.9224072,1
194187,2014,12,US,US Airways,CLT,"Charlotte, NC: Charlotte Douglas International",7909.0,1114.0,330.12,5.87,490.61,5.09,282.32,34.0,3.0,43664.0,16540.0,269.0,12724.0,110.0,14021.0,35.21401111,-80.94312583,1
194189,2014,12,US,US Airways,PHL,"Philadelphia, PA: Philadelphia International",3519.0,741.0,193.31,3.13,418.39,2.19,123.98,18.0,1.0,32218.0,10595.0,195.0,14322.0,45.0,7061.0,39.87195278,-75.24114083,1
194190,2014,12,US,US Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4699.0,838.0,233.2,4.58,425.11,0.99,174.12,23.0,1.0,34480.0,13812.0,434.0,11689.0,37.0,8508.0,33.43416667,-112.0080556,1
194197,2014,12,US,US Airways,DCA,"Washington, DC: Ronald Reagan Washington National",1538.0,253.0,56.65,4.82,107.67,2.38,81.49,24.0,2.0,10353.0,2584.0,293.0,3101.0,76.0,4299.0,38.85208333,-77.03772222,1
194199,2014,12,US,US Airways,LAX,"Los Angeles, CA: Los Angeles International",577.0,174.0,45.75,0.0,104.8,1.26,22.19,1.0,1.0,6509.0,1880.0,0.0,3585.0,27.0,1017.0,33.94253611,-118.4080744,1
194264,2014,12,VX,Virgin America,LAX,"Los Angeles, CA: Los Angeles International",1090.0,278.0,77.98,54.38,35.54,3.06,107.04,8.0,13.0,17854.0,4575.0,1584.0,1287.0,72.0,10336.0,33.94253611,-118.4080744,1
194265,2014,12,VX,Virgin America,SFO,"San Francisco, CA: San Francisco International",1428.0,593.0,53.93,56.82,417.63,0.63,63.99,26.0,24.0,61156.0,3954.0,2972.0,48518.0,41.0,5671.0,37.61900194,-122.3748433,1
194287,2014,12,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",3408.0,1287.0,325.71,5.0,356.28,2.13,597.87,76.0,5.0,67413.0,15846.0,351.0,13224.0,74.0,37918.0,33.94253611,-118.4080744,1
194293,2014,12,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",3233.0,668.0,210.93,3.96,152.29,5.6,295.22,6.0,0.0,39098.0,14094.0,169.0,5960.0,104.0,18771.0,28.42888889,-81.31602778,1
194294,2014,12,WN,Southwest Airlines,MDW,"Chicago, IL: Chicago Midway International",6695.0,1172.0,346.14,15.96,178.73,3.94,627.24,41.0,10.0,54682.0,17185.0,789.0,4923.0,115.0,31670.0,41.7859825,-87.75242444,1
194308,2014,12,WN,Southwest Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4794.0,1387.0,421.38,7.88,211.28,1.52,744.95,26.0,5.0,67174.0,21648.0,335.0,6723.0,49.0,38419.0,33.43416667,-112.0080556,1
194309,2014,12,WN,Southwest Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2529.0,642.0,207.54,2.45,148.81,0.94,282.26,24.0,3.0,27346.0,9295.0,100.0,4344.0,15.0,13592.0,33.64044444,-84.42694444,1
194320,2014,12,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",2838.0,930.0,271.88,4.1,124.81,1.72,527.49,42.0,3.0,48408.0,12637.0,193.0,4010.0,87.0,31481.0,32.73355611,-117.1896567,1
194326,2014,12,WN,Southwest Airlines,DEN,"Denver, CO: Denver International",4870.0,1052.0,328.84,46.41,143.27,4.46,529.02,9.0,2.0,50443.0,15160.0,2483.0,5671.0,138.0,26991.0,39.85840806,-104.6670019,1
194352,2014,12,WN,Southwest Airlines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",5648.0,962.0,265.6,5.04,141.42,1.31,548.63,21.0,9.0,45338.0,13497.0,249.0,4116.0,38.0,27438.0,39.17540167,-76.66819833,1
194370,2015,1,AA,American Airlines,JFK,"New York, NY: John F. Kennedy International",1369.0,322.0,73.31,8.44,136.78,0.0,103.47,86.0,3.0,20055.0,5273.0,999.0,6358.0,0.0,7425.0,40.63975111,-73.77892556,1
