,year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,lat,long,is_hub
189726,2014,9,AA,American Airlines,ORD,"Chicago, IL: Chicago O'Hare International",3902.0,934.0,140.68,7.44,530.12,0.1,255.65,120.0,17.0,59407.0,9120.0,917.0,31999.0,10.0,17361.0,41.979595,-87.90446417,1
189728,2014,9,AA,American Airlines,MIA,"Miami, FL: Miami International",3371.0,413.0,148.04,4.13,169.49,0.0,91.34,8.0,13.0,22753.0,11497.0,227.0,5157.0,0.0,5872.0,25.79325,-80.29055556,1
189731,2014,9,AA,American Airlines,STL,"St. Louis, MO: Lambert-St. Louis International",438.0,88.0,32.92,1.0,21.7,0.45,31.93,4.0,2.0,4842.0,1658.0,28.0,783.0,59.0,2314.0,38.74768694,-90.35998972,1
189734,2014,9,AA,American Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",467.0,84.0,32.99,0.63,30.12,0.0,20.26,2.0,2.0,4415.0,2109.0,33.0,1035.0,0.0,1238.0,33.43416667,-112.0080556,1
189741,2014,9,AA,American Airlines,DCA,"Washington, DC: Ronald Reagan Washington National",839.0,188.0,58.88,2.58,82.36,0.35,43.83,8.0,3.0,8798.0,3062.0,72.0,2877.0,6.0,2781.0,38.85208333,-77.03772222,1
189753,2014,9,AA,American Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",338.0,47.0,19.89,0.0,17.21,0.0,9.9,3.0,1.0,1839.0,803.0,0.0,500.0,0.0,536.0,35.21401111,-80.94312583,1
189759,2014,9,AA,American Airlines,PHL,"Philadelphia, PA: Philadelphia International",292.0,49.0,15.22,0.0,24.58,0.0,9.2,0.0,0.0,1926.0,675.0,0.0,871.0,0.0,380.0,39.87195278,-75.24114083,1
189772,2014,9,AA,American Airlines,BNA,"Nashville, TN: Nashville International",334.0,52.0,27.12,1.03,8.49,0.0,15.36,0.0,2.0,1949.0,1049.0,24.0,212.0,0.0,664.0,36.12447667,-86.67818222,1
189773,2014,9,AA,American Airlines,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",348.0,58.0,20.89,2.06,15.04,0.0,20.01,5.0,0.0,2868.0,994.0,58.0,529.0,0.0,1287.0,35.87763889,-78.78747222,1
189801,2014,9,AS,Alaska Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",4220.0,478.0,98.18,10.44,182.16,2.01,185.22,10.0,3.0,24714.0,7949.0,709.0,5216.0,49.0,10791.0,47.44898194,-122.3093131,1
189805,2014,9,AS,Alaska Airlines,LAX,"Los Angeles, CA: Los Angeles International",570.0,53.0,14.8,0.31,30.05,1.0,6.84,0.0,0.0,1810.0,709.0,9.0,655.0,15.0,422.0,33.94253611,-118.4080744,1
189807,2014,9,AS,Alaska Airlines,PDX,"Portland, OR: Portland International",1036.0,94.0,16.61,1.59,24.33,0.31,51.17,2.0,0.0,5079.0,768.0,255.0,940.0,8.0,3108.0,45.58872222,-122.5975,1
189821,2014,9,AS,Alaska Airlines,ANC,"Anchorage, AK: Ted Stevens Anchorage International",1088.0,131.0,22.8,1.81,59.62,4.96,41.81,10.0,0.0,6603.0,1537.0,157.0,1467.0,139.0,3303.0,61.17432028,-149.9961856,1
189864,2014,9,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3385.0,589.0,101.06,12.65,321.04,1.94,152.3,11.0,1.0,29373.0,5512.0,742.0,14625.0,55.0,8439.0,40.63975111,-73.77892556,1
189865,2014,9,B6,JetBlue Airways,BOS,"Boston, MA: Logan International",3081.0,335.0,80.6,7.53,139.12,0.02,107.73,11.0,7.0,18684.0,5080.0,528.0,5937.0,1.0,7138.0,42.3643475,-71.00517917,1
189871,2014,9,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1131.0,191.0,48.63,2.0,94.45,0.93,44.99,6.0,1.0,7955.0,2289.0,51.0,2842.0,14.0,2759.0,26.07258333,-80.15275,1
189921,2014,9,DL,Delta Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19254.0,3270.0,611.76,66.52,1573.14,0.41,1018.17,31.0,42.0,172230.0,53942.0,3733.0,60052.0,98.0,54405.0,33.64044444,-84.42694444,1
189922,2014,9,DL,Delta Air Lines,ORD,"Chicago, IL: Chicago O'Hare International",598.0,153.0,26.04,6.69,99.42,0.0,20.85,17.0,2.0,9585.0,1497.0,374.0,6590.0,0.0,1124.0,41.979595,-87.90446417,1
189923,2014,9,DL,Delta Air Lines,PDX,"Portland, OR: Portland International",400.0,53.0,23.31,2.73,19.41,0.0,7.55,0.0,0.0,2366.0,1222.0,122.0,711.0,0.0,311.0,45.58872222,-122.5975,1
189924,2014,9,DL,Delta Air Lines,LAX,"Los Angeles, CA: Los Angeles International",1896.0,211.0,73.43,5.57,104.27,0.0,27.73,1.0,0.0,10874.0,5638.0,301.0,3393.0,0.0,1542.0,33.94253611,-118.4080744,1
189925,2014,9,DL,Delta Air Lines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",4835.0,464.0,158.52,12.25,168.9,0.0,124.33,16.0,1.0,24690.0,12599.0,1018.0,4864.0,0.0,6209.0,44.88054694,-93.2169225,1
189929,2014,9,DL,Delta Air Lines,JFK,"New York, NY: John F. Kennedy International",1992.0,341.0,75.32,5.27,211.11,0.0,49.3,2.0,2.0,16507.0,5688.0,325.0,7382.0,0.0,3112.0,40.63975111,-73.77892556,1
189930,2014,9,DL,Delta Air Lines,SLC,"Salt Lake City, UT: Salt Lake City International",2977.0,228.0,73.28,6.84,82.88,1.0,64.0,3.0,3.0,10967.0,4758.0,311.0,2401.0,38.0,3459.0,40.78838778,-111.9777731,1
189932,2014,9,DL,Delta Air Lines,DTW,"Detroit, MI: Detroit Metro Wayne County",4253.0,404.0,111.72,8.97,160.19,0.0,123.12,16.0,14.0,23448.0,10078.0,829.0,5284.0,0.0,7257.0,42.21205889,-83.34883583,1
189933,2014,9,DL,Delta Air Lines,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",482.0,56.0,22.32,1.27,7.46,0.0,24.95,0.0,0.0,3362.0,1752.0,211.0,234.0,0.0,1165.0,39.04614278,-84.6621725,1
189943,2014,9,DL,Delta Air Lines,SEA,"Seattle, WA: Seattle/Tacoma International",1142.0,129.0,52.7,5.26,51.37,0.0,19.67,1.0,1.0,6099.0,3404.0,225.0,1469.0,0.0,1001.0,47.44898194,-122.3093131,1
189946,2014,9,DL,Delta Air Lines,BOS,"Boston, MA: Logan International",987.0,139.0,45.22,6.86,66.13,0.0,20.79,1.0,0.0,6712.0,2767.0,335.0,2664.0,0.0,946.0,42.3643475,-71.00517917,1
189948,2014,9,DL,Delta Air Lines,MEM,"Memphis, TN: Memphis International",398.0,50.0,19.48,2.66,14.21,0.0,13.66,0.0,2.0,2028.0,855.0,125.0,465.0,0.0,583.0,35.04241667,-89.97666667,1
189959,2014,9,DL,Delta Air Lines,LGA,"New York, NY: LaGuardia",1627.0,230.0,60.34,9.76,106.06,0.0,53.85,0.0,2.0,10932.0,3833.0,380.0,4164.0,0.0,2555.0,40.77724306,-73.87260917,1
189980,2014,9,DL,Delta Air Lines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",458.0,71.0,23.49,5.48,25.13,0.0,16.9,0.0,0.0,2309.0,732.0,185.0,753.0,0.0,639.0,32.89595056,-97.0372,1
190236,2014,9,F9,Frontier Airlines,DEN,"Denver, CO: Denver International",3170.0,490.0,87.5,3.52,267.05,0.0,131.93,4.0,3.0,32285.0,8353.0,130.0,12756.0,0.0,11046.0,39.85840806,-104.6670019,1
190240,2014,9,F9,Frontier Airlines,CLE,"Cleveland, OH: Cleveland-Hopkins International",187.0,49.0,9.0,0.0,19.08,0.0,20.92,1.0,1.0,5180.0,480.0,0.0,1038.0,0.0,3662.0,41.41089417,-81.84939667,1
190243,2014,9,F9,Frontier Airlines,TTN,"Trenton, NJ: Trenton Mercer",300.0,64.0,7.22,0.24,28.88,0.0,27.65,5.0,0.0,5310.0,617.0,71.0,1556.0,0.0,3066.0,40.27669111,-74.81346833,1
190245,2014,9,F9,Frontier Airlines,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",81.0,24.0,8.98,0.0,9.67,0.0,5.35,0.0,0.0,1008.0,252.0,0.0,293.0,0.0,463.0,39.04614278,-84.6621725,1
190267,2014,9,F9,Frontier Airlines,MCI,"Kansas City, MO: Kansas City International",85.0,17.0,5.14,0.0,9.19,0.0,2.67,0.0,0.0,879.0,168.0,0.0,397.0,0.0,314.0,39.29760528,-94.71390556,1
190282,2014,9,F9,Frontier Airlines,MKE,"Milwaukee, WI: General Mitchell International",100.0,20.0,2.92,0.61,11.84,0.0,4.63,2.0,0.0,1192.0,352.0,31.0,514.0,0.0,295.0,42.94722222,-87.89658333,1
190305,2014,9,F9,Frontier Airlines,ORD,"Chicago, IL: Chicago O'Hare International",14.0,10.0,3.03,0.0,4.42,0.0,2.55,1.0,0.0,761.0,101.0,0.0,304.0,0.0,356.0,41.979595,-87.90446417,1
190336,2014,9,HA,Hawaiian Airlines,OGG,"Kahului, HI: Kahului Airport",1163.0,83.0,41.42,0.0,22.65,0.0,18.93,3.0,2.0,4009.0,2277.0,0.0,876.0,0.0,856.0,20.89864972,-156.4304578,1
190338,2014,9,HA,Hawaiian Airlines,HNL,"Honolulu, HI: Honolulu International",2702.0,258.0,103.21,1.0,75.44,0.0,78.35,4.0,2.0,14395.0,7767.0,91.0,3070.0,0.0,3467.0,21.31869111,-157.9224072,1
190713,2014,9,US,US Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4071.0,392.0,137.48,8.53,151.28,6.22,88.49,24.0,26.0,20630.0,8858.0,588.0,5090.0,416.0,5678.0,33.43416667,-112.0080556,1
190717,2014,9,US,US Airways,CLT,"Charlotte, NC: Charlotte Douglas International",7563.0,982.0,295.07,20.07,447.89,2.17,216.79,39.0,3.0,46977.0,18166.0,1598.0,15848.0,67.0,11298.0,35.21401111,-80.94312583,1
190720,2014,9,US,US Airways,PHL,"Philadelphia, PA: Philadelphia International",3657.0,580.0,152.74,13.09,308.47,1.78,103.92,22.0,2.0,27304.0,9434.0,692.0,11592.0,43.0,5543.0,39.87195278,-75.24114083,1
190733,2014,9,US,US Airways,DCA,"Washington, DC: Ronald Reagan Washington National",1569.0,184.0,45.86,5.92,89.8,0.0,42.42,17.0,4.0,8343.0,2492.0,486.0,3144.0,0.0,2221.0,38.85208333,-77.03772222,1
190738,2014,9,US,US Airways,LAX,"Los Angeles, CA: Los Angeles International",494.0,74.0,26.78,2.81,29.2,2.5,12.71,0.0,0.0,3838.0,1345.0,311.0,1128.0,162.0,892.0,33.94253611,-118.4080744,1
190790,2014,9,VX,Virgin America,LAX,"Los Angeles, CA: Los Angeles International",1099.0,152.0,40.32,22.86,34.79,0.58,53.44,2.0,1.0,7336.0,1969.0,698.0,1266.0,18.0,3385.0,33.94253611,-118.4080744,1
190791,2014,9,VX,Virgin America,SFO,"San Francisco, CA: San Francisco International",1412.0,311.0,47.39,17.56,188.06,2.0,55.99,4.0,0.0,18017.0,2305.0,967.0,10871.0,48.0,3826.0,37.61900194,-122.3748433,1
190813,2014,9,WN,Southwest Airlines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",5385.0,912.0,235.93,22.23,178.18,2.13,473.53,25.0,18.0,46136.0,13196.0,1433.0,6060.0,99.0,25348.0,39.17540167,-76.66819833,1
190817,2014,9,WN,Southwest Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2142.0,441.0,122.56,15.51,162.98,0.0,139.96,17.0,9.0,21938.0,6734.0,1293.0,5877.0,0.0,8034.0,33.64044444,-84.42694444,1
190821,2014,9,WN,Southwest Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4553.0,807.0,210.24,16.03,170.85,3.77,406.1,50.0,21.0,39534.0,10462.0,1497.0,6433.0,461.0,20681.0,33.43416667,-112.0080556,1
190831,2014,9,WN,Southwest Airlines,DEN,"Denver, CO: Denver International",4803.0,692.0,168.34,17.77,149.86,2.55,353.48,17.0,9.0,34436.0,7386.0,2444.0,5996.0,234.0,18376.0,39.85840806,-104.6670019,1
190850,2014,9,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",3205.0,700.0,192.4,5.53,172.45,0.75,328.87,68.0,2.0,31828.0,8616.0,580.0,5598.0,21.0,17013.0,33.94253611,-118.4080744,1
190856,2014,9,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",2388.0,408.0,136.67,5.31,80.03,0.0,186.0,12.0,15.0,23069.0,9474.0,199.0,2426.0,0.0,10970.0,28.42888889,-81.31602778,1
190857,2014,9,WN,Southwest Airlines,MDW,"Chicago, IL: Chicago Midway International",6709.0,1307.0,231.76,59.95,590.99,1.1,423.21,311.0,49.0,80702.0,12709.0,6196.0,36273.0,17.0,25507.0,41.7859825,-87.75242444,1
190867,2014,9,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",2711.0,434.0,118.2,8.43,53.98,1.33,252.06,37.0,2.0,20369.0,5256.0,574.0,1863.0,44.0,12632.0,32.73355611,-117.1896567,1
190894,2014,10,AA,American Airlines,JFK,"New York, NY: John F. Kennedy International",1293.0,233.0,63.33,0.69,117.86,0.0,51.12,4.0,6.0,11770.0,3508.0,64.0,5207.0,0.0,2991.0,40.63975111,-73.77892556,1
190895,2014,10,AA,American Airlines,LAX,"Los Angeles, CA: Los Angeles International",2695.0,401.0,128.57,15.93,112.75,4.54,139.21,6.0,6.0,23523.0,8222.0,1691.0,4299.0,228.0,9083.0,33.94253611,-118.4080744,1
190896,2014,10,AA,American Airlines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",13310.0,2929.0,555.62,85.27,1073.13,1.79,1213.2,152.0,64.0,207040.0,55348.0,7329.0,57265.0,49.0,87049.0,32.89595056,-97.0372,1
190902,2014,10,AA,American Airlines,ORD,"Chicago, IL: Chicago O'Hare International",4419.0,1626.0,158.35,14.84,1073.66,0.21,378.94,49.0,4.0,96666.0,10221.0,1282.0,60924.0,12.0,24227.0,41.979595,-87.90446417,1
190908,2014,10,AA,American Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",518.0,112.0,40.38,2.96,27.82,0.0,40.84,3.0,1.0,5533.0,1973.0,213.0,933.0,0.0,2414.0,33.43416667,-112.0080556,1
190913,2014,10,AA,American Airlines,DCA,"Washington, DC: Ronald Reagan Washington National",868.0,210.0,58.85,3.99,82.04,0.21,64.91,8.0,0.0,10025.0,2942.0,233.0,2814.0,23.0,4013.0,38.85208333,-77.03772222,1
190915,2014,10,AA,American Airlines,PHL,"Philadelphia, PA: Philadelphia International",306.0,75.0,26.66,0.64,34.25,0.0,13.45,1.0,0.0,4114.0,1351.0,166.0,1484.0,0.0,1113.0,39.87195278,-75.24114083,1
190920,2014,10,AA,American Airlines,STL,"St. Louis, MO: Lambert-St. Louis International",451.0,98.0,35.5,3.15,21.67,1.0,36.68,1.0,0.0,5732.0,1693.0,289.0,775.0,17.0,2958.0,38.74768694,-90.35998972,1
190924,2014,10,AA,American Airlines,MIA,"Miami, FL: Miami International",3609.0,428.0,138.59,7.6,140.72,1.88,139.22,6.0,3.0,24720.0,9038.0,504.0,4660.0,203.0,10315.0,25.79325,-80.29055556,1
190942,2014,10,AA,American Airlines,BNA,"Nashville, TN: Nashville International",347.0,78.0,34.49,5.58,14.75,0.0,23.18,4.0,1.0,4697.0,1767.0,642.0,814.0,0.0,1474.0,36.12447667,-86.67818222,1
190950,2014,10,AA,American Airlines,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",358.0,74.0,24.94,2.64,11.95,0.0,34.46,1.0,2.0,4372.0,1156.0,266.0,555.0,0.0,2395.0,35.87763889,-78.78747222,1
190956,2014,10,AA,American Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",360.0,58.0,16.74,2.09,16.49,0.85,21.83,3.0,1.0,3073.0,881.0,72.0,697.0,23.0,1400.0,35.21401111,-80.94312583,1
190978,2014,10,AS,Alaska Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",4205.0,495.0,120.54,3.21,209.7,2.19,159.35,9.0,4.0,20730.0,6282.0,363.0,5448.0,149.0,8488.0,47.44898194,-122.3093131,1
190981,2014,10,AS,Alaska Airlines,PDX,"Portland, OR: Portland International",1079.0,100.0,18.49,1.0,36.25,0.0,44.26,1.0,0.0,5285.0,1164.0,92.0,930.0,0.0,3099.0,45.58872222,-122.5975,1
190986,2014,10,AS,Alaska Airlines,ANC,"Anchorage, AK: Ted Stevens Anchorage International",982.0,95.0,28.74,1.35,25.85,3.14,35.91,9.0,1.0,4912.0,1407.0,73.0,767.0,168.0,2497.0,61.17432028,-149.9961856,1
191000,2014,10,AS,Alaska Airlines,LAX,"Los Angeles, CA: Los Angeles International",567.0,105.0,21.88,1.7,75.03,0.38,6.01,0.0,1.0,2839.0,764.0,49.0,1788.0,9.0,229.0,33.94253611,-118.4080744,1
191037,2014,10,B6,JetBlue Airways,BOS,"Boston, MA: Logan International",3301.0,585.0,88.67,19.99,312.38,1.72,162.24,21.0,2.0,38702.0,5210.0,1901.0,20552.0,133.0,10906.0,42.3643475,-71.00517917,1
191038,2014,10,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1270.0,194.0,74.04,4.41,61.26,0.0,54.29,3.0,0.0,9348.0,3818.0,213.0,1938.0,0.0,3379.0,26.07258333,-80.15275,1
191046,2014,10,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3482.0,678.0,99.85,9.58,356.9,1.31,210.37,12.0,9.0,35316.0,4987.0,763.0,17583.0,26.0,11957.0,40.63975111,-73.77892556,1
191096,2014,10,DL,Delta Air Lines,DTW,"Detroit, MI: Detroit Metro Wayne County",4404.0,529.0,136.56,8.81,183.29,0.0,200.34,2.0,3.0,25129.0,9409.0,432.0,5160.0,0.0,10128.0,42.21205889,-83.34883583,1
191098,2014,10,DL,Delta Air Lines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",505.0,69.0,23.4,1.45,31.39,0.0,12.75,0.0,3.0,4473.0,1099.0,115.0,2434.0,0.0,825.0,32.89595056,-97.0372,1
191099,2014,10,DL,Delta Air Lines,SLC,"Salt Lake City, UT: Salt Lake City International",3095.0,234.0,94.91,3.0,57.89,0.0,78.2,2.0,1.0,11822.0,5884.0,151.0,1625.0,0.0,4162.0,40.78838778,-111.9777731,1
191101,2014,10,DL,Delta Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20283.0,2601.0,605.68,36.71,902.45,0.0,1056.16,5.0,9.0,143309.0,48762.0,3309.0,33138.0,0.0,58100.0,33.64044444,-84.42694444,1
191105,2014,10,DL,Delta Air Lines,LGA,"New York, NY: LaGuardia",1821.0,378.0,57.83,4.82,259.93,0.0,55.42,1.0,2.0,18121.0,4657.0,332.0,10263.0,0.0,2869.0,40.77724306,-73.87260917,1
191106,2014,10,DL,Delta Air Lines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",4978.0,547.0,124.95,5.31,258.21,0.0,158.54,0.0,2.0,23756.0,9313.0,251.0,7925.0,0.0,6267.0,44.88054694,-93.2169225,1
191113,2014,10,DL,Delta Air Lines,BOS,"Boston, MA: Logan International",1081.0,253.0,41.48,2.79,165.11,0.0,43.62,1.0,1.0,14791.0,2050.0,91.0,9871.0,0.0,2779.0,42.3643475,-71.00517917,1
191125,2014,10,DL,Delta Air Lines,LAX,"Los Angeles, CA: Los Angeles International",1978.0,191.0,76.06,4.6,74.43,0.0,35.91,2.0,5.0,9661.0,5119.0,217.0,2659.0,0.0,1666.0,33.94253611,-118.4080744,1
191130,2014,10,DL,Delta Air Lines,ORD,"Chicago, IL: Chicago O'Hare International",613.0,200.0,27.17,6.08,140.92,0.0,25.83,1.0,1.0,9557.0,1182.0,399.0,6764.0,0.0,1212.0,41.979595,-87.90446417,1
191143,2014,10,DL,Delta Air Lines,PDX,"Portland, OR: Portland International",401.0,59.0,17.23,1.54,25.24,0.0,15.0,0.0,1.0,2012.0,698.0,50.0,717.0,0.0,547.0,45.58872222,-122.5975,1
191173,2014,10,DL,Delta Air Lines,MEM,"Memphis, TN: Memphis International",370.0,54.0,21.22,1.07,17.13,0.0,14.59,0.0,1.0,2449.0,825.0,24.0,541.0,0.0,1059.0,35.04241667,-89.97666667,1
191175,2014,10,DL,Delta Air Lines,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",536.0,60.0,18.89,3.45,16.81,0.0,20.85,0.0,0.0,3016.0,1329.0,120.0,474.0,0.0,1093.0,39.04614278,-84.6621725,1
191177,2014,10,DL,Delta Air Lines,SEA,"Seattle, WA: Seattle/Tacoma International",1116.0,146.0,54.08,3.86,62.32,0.0,25.74,0.0,0.0,5545.0,2467.0,160.0,1734.0,0.0,1184.0,47.44898194,-122.3093131,1
191198,2014,10,DL,Delta Air Lines,JFK,"New York, NY: John F. Kennedy International",2144.0,455.0,76.02,5.21,288.71,0.0,85.07,1.0,6.0,22119.0,5413.0,866.0,10752.0,0.0,5088.0,40.63975111,-73.77892556,1
191399,2014,10,F9,Frontier Airlines,DEN,"Denver, CO: Denver International",3124.0,377.0,73.24,2.22,177.37,0.0,124.17,10.0,4.0,23551.0,6934.0,95.0,6808.0,0.0,9714.0,39.85840806,-104.6670019,1
191411,2014,10,F9,Frontier Airlines,MCI,"Kansas City, MO: Kansas City International",88.0,13.0,2.05,0.0,9.53,0.0,1.42,0.0,0.0,508.0,103.0,0.0,352.0,0.0,53.0,39.29760528,-94.71390556,1
191412,2014,10,F9,Frontier Airlines,CLE,"Cleveland, OH: Cleveland-Hopkins International",294.0,77.0,15.62,0.0,30.25,0.0,31.13,1.0,0.0,6165.0,954.0,0.0,1366.0,0.0,3845.0,41.41089417,-81.84939667,1
191413,2014,10,F9,Frontier Airlines,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",106.0,15.0,5.06,0.0,5.3,0.0,4.64,0.0,0.0,798.0,199.0,0.0,167.0,0.0,432.0,39.04614278,-84.6621725,1
191422,2014,10,F9,Frontier Airlines,TTN,"Trenton, NJ: Trenton Mercer",311.0,54.0,11.05,0.0,18.86,0.0,24.09,4.0,0.0,3005.0,546.0,0.0,674.0,0.0,1785.0,40.27669111,-74.81346833,1
191437,2014,10,F9,Frontier Airlines,MKE,"Milwaukee, WI: General Mitchell International",107.0,28.0,4.99,0.0,17.22,0.0,5.78,1.0,0.0,1408.0,464.0,0.0,643.0,0.0,301.0,42.94722222,-87.89658333,1
191442,2014,10,F9,Frontier Airlines,ORD,"Chicago, IL: Chicago O'Hare International",98.0,46.0,7.2,0.0,26.11,0.0,12.69,0.0,0.0,4020.0,347.0,0.0,1758.0,0.0,1915.0,41.979595,-87.90446417,1
191498,2014,10,HA,Hawaiian Airlines,HNL,"Honolulu, HI: Honolulu International",2792.0,254.0,104.83,1.03,6.39,0.57,141.18,9.0,0.0,11317.0,6088.0,38.0,198.0,16.0,4977.0,21.31869111,-157.9224072,1
191505,2014,10,HA,Hawaiian Airlines,OGG,"Kahului, HI: Kahului Airport",1192.0,94.0,54.95,0.0,2.21,0.0,36.84,4.0,0.0,3520.0,1924.0,0.0,61.0,0.0,1535.0,20.89864972,-156.4304578,1
191875,2014,10,US,US Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4715.0,559.0,199.27,4.91,246.9,1.99,105.93,33.0,2.0,25128.0,11833.0,305.0,7239.0,96.0,5655.0,33.43416667,-112.0080556,1
191883,2014,10,US,US Airways,CLT,"Charlotte, NC: Charlotte Douglas International",8030.0,978.0,301.4,14.42,382.39,1.08,278.72,44.0,36.0,43078.0,16280.0,909.0,11790.0,106.0,13993.0,35.21401111,-80.94312583,1
191887,2014,10,US,US Airways,PHL,"Philadelphia, PA: Philadelphia International",3778.0,722.0,177.27,10.09,383.36,0.87,150.41,24.0,4.0,32014.0,9028.0,629.0,13629.0,25.0,8703.0,39.87195278,-75.24114083,1
191893,2014,10,US,US Airways,LAX,"Los Angeles, CA: Los Angeles International",549.0,115.0,34.71,2.89,60.96,1.28,15.15,0.0,2.0,5307.0,2039.0,177.0,2271.0,33.0,787.0,33.94253611,-118.4080744,1
191905,2014,10,US,US Airways,DCA,"Washington, DC: Ronald Reagan Washington National",1656.0,233.0,51.0,8.83,102.08,0.0,71.09,22.0,0.0,9573.0,2034.0,386.0,3834.0,0.0,3319.0,38.85208333,-77.03772222,1
191947,2014,10,VX,Virgin America,LAX,"Los Angeles, CA: Los Angeles International",1098.0,140.0,34.13,14.86,35.9,1.15,53.97,1.0,0.0,9391.0,2923.0,457.0,1682.0,117.0,4212.0,33.94253611,-118.4080744,1
191948,2014,10,VX,Virgin America,SFO,"San Francisco, CA: San Francisco International",1429.0,265.0,43.29,16.33,142.98,1.0,61.4,1.0,1.0,19320.0,2570.0,701.0,12344.0,57.0,3648.0,37.61900194,-122.3748433,1
191969,2014,10,WN,Southwest Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2394.0,425.0,124.54,9.39,109.2,0.0,181.87,11.0,3.0,21572.0,6821.0,661.0,4165.0,0.0,9925.0,33.64044444,-84.42694444,1
191981,2014,10,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",3368.0,701.0,179.48,5.61,181.1,0.0,334.81,47.0,1.0,29890.0,6986.0,276.0,6020.0,0.0,16608.0,33.94253611,-118.4080744,1
191986,2014,10,WN,Southwest Airlines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",5622.0,961.0,248.63,9.25,203.81,0.58,498.73,19.0,5.0,42797.0,11409.0,830.0,6373.0,15.0,24170.0,39.17540167,-76.66819833,1
191996,2014,10,WN,Southwest Airlines,DEN,"Denver, CO: Denver International",5002.0,757.0,189.44,5.56,155.6,1.5,404.9,8.0,17.0,32060.0,8443.0,301.0,5151.0,37.0,18128.0,39.85840806,-104.6670019,1
192017,2014,10,WN,Southwest Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4703.0,730.0,232.72,3.28,86.73,0.0,407.27,28.0,2.0,30520.0,10757.0,143.0,2588.0,0.0,17032.0,33.43416667,-112.0080556,1
192021,2014,10,WN,Southwest Airlines,MDW,"Chicago, IL: Chicago Midway International",7125.0,1742.0,296.49,41.53,840.73,0.0,563.26,169.0,3.0,80749.0,15509.0,1958.0,31737.0,0.0,31545.0,41.7859825,-87.75242444,1
192032,2014,10,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",2509.0,430.0,140.5,2.82,52.74,0.3,233.64,3.0,1.0,21595.0,7172.0,176.0,1860.0,8.0,12379.0,28.42888889,-81.31602778,1
192042,2014,10,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",2810.0,411.0,118.35,3.31,46.11,0.0,243.23,33.0,2.0,18787.0,4812.0,86.0,1369.0,0.0,12520.0,32.73355611,-117.1896567,1
192055,2014,11,AA,American Airlines,JFK,"New York, NY: John F. Kennedy International",1277.0,208.0,59.81,7.39,83.94,0.0,56.86,3.0,0.0,12146.0,3860.0,1226.0,2953.0,0.0,4107.0,40.63975111,-73.77892556,1
192056,2014,11,AA,American Airlines,LAX,"Los Angeles, CA: Los Angeles International",2580.0,484.0,139.21,17.27,184.15,1.0,142.38,6.0,4.0,25351.0,9010.0,839.0,6011.0,17.0,9474.0,33.94253611,-118.4080744,1
